,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
63347,32468,Emanuel Fernando Scheffler Rego,M,39.0,190.0,80.0,Brazil,BRA,2012 Summer,2012,Summer,London,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Silver
63359,32475,Carsten Embach,M,33.0,189.0,93.0,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,Gold
63373,32482,Uchenna Emedolu,M,27.0,183.0,87.0,Nigeria,NGR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
63434,32513,Bjrn Emmerling,M,28.0,182.0,81.0,Germany,GER,2004 Summer,2004,Summer,Athina,Hockey,Hockey Men's Hockey,Bronze
63439,32516,Giulia Enrica Emmolo,F,24.0,171.0,67.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Silver
63442,32517,"Matthew D. ""Matt"" Emmons",M,23.0,175.0,84.0,United States,USA,2004 Summer,2004,Summer,Athina,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Gold
63444,32517,"Matthew D. ""Matt"" Emmons",M,27.0,175.0,84.0,United States,USA,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Silver
63446,32517,"Matthew D. ""Matt"" Emmons",M,31.0,175.0,84.0,United States,USA,2012 Summer,2012,Summer,London,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Bronze
63448,32518,Gail Elizabeth Emms,F,27.0,162.0,61.0,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Badminton,Badminton Mixed Doubles,Silver
63461,32524,Naho Emoto,F,22.0,171.0,74.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Softball,Softball Women's Softball,Gold
63510,32543,Julio Csar Enciso Ferreira,M,30.0,178.0,80.0,Paraguay,PAR,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,Silver
63545,32559,Ren Enders,M,21.0,165.0,77.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Cycling,Cycling Men's Team Sprint,Bronze
63546,32559,Ren Enders,M,25.0,165.0,77.0,Germany,GER,2012 Summer,2012,Summer,London,Cycling,Cycling Men's Team Sprint,Bronze
63600,32577,Tnu Endrekson,M,29.0,198.0,104.0,Estonia,EST,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Double Sculls,Silver
63602,32577,Tnu Endrekson,M,37.0,198.0,104.0,Estonia,EST,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Quadruple Sculls,Bronze
63650,32609,Hian Eng,M,27.0,175.0,68.0,Indonesia,INA,2004 Summer,2004,Summer,Athina,Badminton,Badminton Men's Doubles,Bronze
63779,32675,Mirko Englich,M,29.0,184.0,96.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Silver
63812,32695,Molly Marie Engstrom,F,22.0,175.0,78.0,United States,USA,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
63813,32695,Molly Marie Engstrom,F,26.0,175.0,78.0,United States,USA,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
63831,32702,Enkhbatyn Badar-Uugan,M,23.0,172.0,54.0,Mongolia,MGL,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Bantamweight,Gold
63843,32710,Jessica Phyllis Ennis-Hill,F,26.0,165.0,57.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Athletics,Athletics Women's Heptathlon,Gold
63844,32710,Jessica Phyllis Ennis-Hill,F,30.0,165.0,57.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Heptathlon,Silver
63859,32720,Adam Enright,M,26.0,178.0,79.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Curling,Curling Men's Curling,Gold
63862,32723,Sergi Enrique Montserrat,M,20.0,174.0,69.0,Spain,ESP,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Silver
63869,32728,Jorge Enrquez Garca,M,21.0,189.0,74.0,Mexico,MEX,2012 Summer,2012,Summer,London,Football,Football Men's Football,Gold
63870,32729,Michel Enrquez Tamayo,M,25.0,175.0,80.0,Cuba,CUB,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Gold
63871,32729,Michel Enrquez Tamayo,M,29.0,175.0,80.0,Cuba,CUB,2008 Summer,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,Silver
63886,32740,Alberto Entrerros Rodrguez,M,31.0,192.0,100.0,Spain,ESP,2008 Summer,2008,Summer,Beijing,Handball,Handball Men's Handball,Bronze
63887,32741,Ral Entrerros Rodrguez,M,27.0,193.0,92.0,Spain,ESP,2008 Summer,2008,Summer,Beijing,Handball,Handball Men's Handball,Bronze
63932,32766,Gwladys Patience pangue,F,24.0,178.0,88.0,France,FRA,2008 Summer,2008,Summer,Beijing,Taekwondo,Taekwondo Women's Welterweight,Bronze
64020,32794,Martin Erat,M,24.0,182.0,90.0,Czech Republic,CZE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
64140,32849,Susi-Lisa Erdmann (-Plankensteiner),F,34.0,187.0,80.0,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Women's Two,Bronze
64162,32860,Alexandra Georgiana Maria Eremia,F,17.0,149.0,38.0,Romania,ROU,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Team All-Around,Gold
64165,32860,Alexandra Georgiana Maria Eremia,F,17.0,149.0,38.0,Romania,ROU,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Balance Beam,Bronze
64197,32879,Fie Udby Erichsen,F,27.0,184.0,79.0,Denmark,DEN,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Single Sculls,Silver
64240,32906,Sven Jimmie Ericsson,M,33.0,187.0,94.0,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
64241,32907,Dan Ola Jonathan Ericsson (Marklund-),M,29.0,195.0,102.0,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
64266,32920,rika Cristiano dos Santos,F,20.0,172.0,55.0,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Football,Football Women's Football,Silver
64294,32932,Jens Dyrlv Eriksen,M,34.0,191.0,83.0,Denmark,DEN,2004 Summer,2004,Summer,Athina,Badminton,Badminton Mixed Doubles,Bronze
64412,32978,Carl Wilhelm Loui Eriksson,M,28.0,188.0,89.0,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
64413,32979,"Magdalena ""Magda"" Eriksson",F,22.0,172.0,66.0,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Silver
64447,32988,Ulf Peter Tobias Eriksson,M,44.0,176.0,66.0,Sweden,SWE,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
64550,33039,Nadine Ernsting-Krienke,F,30.0,172.0,67.0,Germany,GER,2004 Summer,2004,Summer,Athina,Hockey,Hockey Women's Hockey,Gold
64564,33045,eref Erolu,M,28.0,167.0,66.0,Turkey,TUR,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Silver
64592,33057,Arianna Errigo,F,24.0,180.0,68.0,Italy,ITA,2012 Summer,2012,Summer,London,Fencing,"Fencing Women's Foil, Individual",Silver
64593,33057,Arianna Errigo,F,24.0,180.0,68.0,Italy,ITA,2012 Summer,2012,Summer,London,Fencing,"Fencing Women's Foil, Team",Gold
64632,33072,Martina Maria Ertl-Renz,F,28.0,162.0,59.0,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Women's Combined,Bronze
64650,33079,Anthony Lee Ervin,M,35.0,191.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 50 metres Freestyle,Gold
64651,33079,Anthony Lee Ervin,M,35.0,191.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
64675,33095,"Srgio ""Escadinha"" Dutra dos Santos",M,28.0,184.0,78.0,Brazil,BRA,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Men's Volleyball,Gold
64676,33095,"Srgio ""Escadinha"" Dutra dos Santos",M,32.0,184.0,78.0,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Men's Volleyball,Silver
64677,33095,"Srgio ""Escadinha"" Dutra dos Santos",M,36.0,184.0,78.0,Brazil,BRA,2012 Summer,2012,Summer,London,Volleyball,Volleyball Men's Volleyball,Silver
64678,33095,"Srgio ""Escadinha"" Dutra dos Santos",M,40.0,184.0,78.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Gold
64739,33126,Sergi Escobar Roure,M,29.0,179.0,74.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Bronze
64740,33126,Sergi Escobar Roure,M,29.0,179.0,74.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
64786,33142,Jos Antonio Escuredo Raimndez,M,34.0,179.0,90.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Cycling,Cycling Men's Keirin,Silver
64860,33185,Anna Espar Llaquet,F,19.0,180.0,66.0,Spain,ESP,2012 Summer,2012,Summer,London,Water Polo,Water Polo Women's Water Polo,Silver
64871,33192,Marlen Esparza Puentes,F,22.0,160.0,51.0,United States,USA,2012 Summer,2012,Summer,London,Boxing,Boxing Women's Flyweight,Bronze
64892,33208,Jaime Yusept Espinal Fajardo,M,27.0,178.0,86.0,Puerto Rico,PUR,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Silver
64901,33212,Carlos Mauricio Espnola Lorenzo,M,32.0,175.0,72.0,Argentina,ARG,2004 Summer,2004,Summer,Athina,Sailing,Sailing Mixed Multihull,Bronze
64902,33212,Carlos Mauricio Espnola Lorenzo,M,36.0,175.0,72.0,Argentina,ARG,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Mixed Multihull,Bronze
64930,33227,Paola Milagros Espinosa Snchez,F,22.0,156.0,48.0,Mexico,MEX,2008 Summer,2008,Summer,Beijing,Diving,Diving Women's Synchronized Platform,Bronze
64932,33227,Paola Milagros Espinosa Snchez,F,25.0,156.0,48.0,Mexico,MEX,2012 Summer,2012,Summer,London,Diving,Diving Women's Synchronized Platform,Silver
64950,33238,Mara del Rosario Espinoza Espinoza,F,20.0,173.0,70.0,Mexico,MEX,2008 Summer,2008,Summer,Beijing,Taekwondo,Taekwondo Women's Heavyweight,Gold
64951,33238,Mara del Rosario Espinoza Espinoza,F,24.0,173.0,70.0,Mexico,MEX,2012 Summer,2012,Summer,London,Taekwondo,Taekwondo Women's Heavyweight,Bronze
64952,33238,Mara del Rosario Espinoza Espinoza,F,28.0,173.0,70.0,Mexico,MEX,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Women's Heavyweight,Silver
64957,33241,Chloe Esposito,F,24.0,168.0,55.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Modern Pentathlon,Modern Pentathlon Women's Individual,Gold
64977,33249,Celso Esquivel Gonzlez,M,23.0,182.0,72.0,Paraguay,PAR,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,Silver
65029,33282,Tony Estanguet,M,26.0,185.0,75.0,France,FRA,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Canadian Singles, Slalom",Gold
65031,33282,Tony Estanguet,M,34.0,185.0,75.0,France,FRA,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Canadian Singles, Slalom",Gold
65046,33293,Ester Aperecida dos Santos,F,25.0,164.0,56.0,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Football,Football Women's Football,Silver
65048,33294,Laura Ester Ramos,F,22.0,170.0,58.0,Spain,ESP,2012 Summer,2012,Summer,London,Water Polo,Water Polo Women's Water Polo,Silver
